Year,T2M,RH2M,PRECTOTCORR,District_Name
2021,24.89476712328767,57.97758904109589,1322.06,Kheri
2022,25.23665753424657,60.832109589041096,1202.03,Kheri
2023,25.24490410958904,57.95978082191781,1069.02,Kheri
2024,25.724398907103822,55.13617486338798,1024.69,Kheri
2015,26.55282191780822,51.1792602739726,878.32,Kushinagar
2016,26.54737704918033,52.60284153005464,1009.15,Kushinagar
2017,26.595013698630137,54.14520547945205,1038.58,Kushinagar
2018,26.237671232876714,51.91775342465753,926.39,Kushinagar
2019,25.932191780821917,59.19986301369863,1161.81,Kushinagar
2020,24.662814207650275,65.39084699453552,1409.14,Kushinagar
2021,25.163698630136988,63.12956164383562,1677.42,Kushinagar
2022,25.49558904109589,62.83728767123288,979.8000000000001,Kushinagar
2023,26.24805479452055,56.371534246575344,866.68,Kushinagar
2024,26.352650273224043,56.53948087431694,1010.87,Kushinagar
2015,25.249452054794517,53.02235616438356,1019.15,Lalitpur
2016,25.907349726775955,49.751311475409835,1229.85,Lalitpur
2017,26.317972602739726,44.898219178082186,650.54,Lalitpur
2018,26.022520547945202,46.95561643835616,825.78,Lalitpur
2019,25.29027397260274,54.82128767123288,1277.87,Lalitpur
2020,24.982677595628417,56.22489071038252,785.14,Lalitpur
2021,25.476931506849315,54.00745205479453,1009.51,Lalitpur
2022,25.359835616438357,56.122054794520544,1313.06,Lalitpur
2023,24.88871232876712,57.066849315068495,868.31,Lalitpur
2024,25.38639344262295,56.64699453551913,1137.65,Lalitpur
2015,26.546465753424656,46.6511506849315,737.89,Lucknow
2016,26.391229508196723,49.130409836065574,1050.69,Lucknow
2017,26.23139726027397,51.59854794520548,1128.51,Lucknow
2018,25.947150684931504,52.35928767123288,1381.52,Lucknow
2019,25.40364383561644,58.92657534246575,1300.6,Lucknow
2020,24.76833333333333,59.20180327868852,1021.82,Lucknow
2021,25.170630136986304,57.92421917808219,1346.25,Lucknow
2022,25.45295890410959,59.90339726027398,1071.97,Lucknow
2023,25.545698630136986,56.90852054794521,953.08,Lucknow
2024,25.793032786885245,56.15374316939891,1163.97,Lucknow
2015,25.923232876712326,55.39153424657534,1120.7,Maharajganj
2016,26.10852459016393,54.87248633879782,1249.92,Maharajganj
2017,26.17808219178082,56.84654794520549,1334.48,Maharajganj
2018,25.657890410958903,55.14243835616439,1188.32,Maharajganj
2019,25.51317808219178,61.112986301369865,1395.73,Maharajganj
2020,24.37601092896175,66.85338797814208,1687.7,Maharajganj
2021,24.912328767123288,64.74347945205479,2193.68,Maharajganj
2022,25.05142465753425,66.32024657534247,1268.46,Maharajganj
2023,25.692465753424656,60.29356164383562,1154.73,Maharajganj
2024,25.84603825136612,59.77691256830601,1357.3,Maharajganj
2015,26.928465753424657,47.03682191780822,674.11,Mahoba
2016,26.73352459016393,50.81300546448088,1065.71,Mahoba
2017,27.467972602739724,44.758493150684934,558.15,Mahoba
2018,27.028958904109587,47.77953424657534,901.36,Mahoba
2019,26.093780821917807,56.066136986301366,1041.55,Mahoba
2020,25.472076502732243,57.54726775956284,856.91,Mahoba
2021,26.13898630136986,53.65482191780821,958.07,Mahoba
2022,26.19668493150685,56.140027397260276,961.15,Mahoba
2023,26.102958904109588,54.659205479452055,843.45,Mahoba
2024,26.343360655737705,55.326830601092894,879.41,Mahoba
2015,26.365753424657534,44.129424657534244,643.67,Mainpuri
2016,26.902540983606556,42.884590163934426,764.4,Mainpuri
2017,27.123123287671234,40.95868493150685,516.1,Mainpuri
2018,26.339479452054793,47.14824657534247,871.02,Mainpuri
2019,25.91838356164384,51.97983561643836,744.72,Mainpuri
2020,26.02295081967213,47.61412568306011,558.77,Mainpuri
2021,25.921726027397263,50.87495890410959,809.54,Mainpuri
2022,26.068821917808222,53.402465753424664,824.64,Mainpuri
2023,25.78490410958904,52.436246575342466,730.08,Mainpuri
2024,25.83516393442623,54.18412568306011,989.29,Mainpuri
2015,26.127726027397262,42.60947945205479,584.22,Mathura
2016,26.719726775956286,41.09,768.51,Mathura
2017,26.708493150684934,39.79241095890411,508.98,Mathura
2018,26.105753424657536,45.42219178082191,815.37,Mathura
2019,25.971342465753427,48.70150684931507,631.85,Mathura
2020,25.967568306010925,45.66232240437159,483.29,Mathura
2021,25.61290410958904,51.205945205479445,844.26,Mathura
2022,26.135287671232874,51.77284931506849,755.29,Mathura
2023,25.51843835616438,51.870821917808215,756.47,Mathura
2024,25.87669398907104,51.81997267759563,886.06,Mathura
2015,26.755945205479453,50.31906849315068,795.92,Mau
2016,26.524890710382515,53.86407103825137,947.95,Mau
2017,26.778520547945206,53.15556164383561,815.4,Mau
2018,26.576356164383565,50.17334246575343,768.83,Mau
2019,26.2093698630137,57.826493150684925,977.39,Mau
2020,24.798715846994536,64.90879781420765,1169.77,Mau
2021,25.261479452054797,62.387369863013696,1320.8,Mau
2022,25.849972602739726,60.16441095890411,813.5,Mau
2023,26.592712328767124,53.91712328767123,715.82,Mau
2024,26.504972677595628,55.81844262295082,893.27,Mau
2015,24.937972602739727,46.55495890410959,862.45,Meerut
2016,26.06122950819672,39.60122950819672,658.41,Meerut
2017,25.61068493150685,43.31172602739726,655.45,Meerut
2018,25.093342465753423,48.157397260273974,840.51,Meerut
2019,25.157232876712328,50.07378082191781,639.66,Meerut
2020,24.59549180327869,51.44505464480874,745.8100000000001,Meerut
2021,24.411561643835615,54.71969863013698,1124.21,Meerut
2022,25.049561643835617,55.78082191780822,857.4,Meerut
2023,24.28490410958904,57.17380821917808,1007.27,Meerut
2024,25.159726775956283,52.668907103825134,927.64,Meerut
2015,26.758219178082193,50.565616438356166,780.12,Mirzapur
2016,26.53893442622951,53.92169398907104,1197.1299999999999,Mirzapur
2017,26.91372602739726,51.031150684931504,733.02,Mirzapur
2018,26.845698630136987,48.74331506849315,828.39,Mirzapur
2019,26.2572602739726,55.95504109589041,1066.74,Mirzapur
2020,24.909726775956287,63.59912568306011,1083.57,Mirzapur
2021,25.727726027397264,56.767616438356164,983.49,Mirzapur
2022,26.18394520547945,55.149863013698635,906.53,Mirzapur
2023,26.32043835616438,54.184356164383566,812.74,Mirzapur
2024,26.308852459016396,56.36401639344262,1011.81,Mirzapur
2015,25.013013698630136,50.203972602739725,1020.26,Moradabad
2016,25.915109289617487,43.59,797.6,Moradabad
2017,25.786109589041097,46.7321095890411,795.24,Moradabad
2018,25.23717808219178,50.30378082191781,972.38,Moradabad
2019,25.25756164383562,51.776739726027394,772.49,Moradabad
2020,24.589590163934428,53.554180327868856,848.64,Moradabad
2021,24.619424657534246,54.91986301369863,1161.95,Moradabad
2022,25.222794520547943,57.277150684931506,890.72,Moradabad
2023,24.639424657534246,57.942027397260276,1093.56,Moradabad
2024,25.329016393442622,54.248715846994536,1009.17,Moradabad
2015,24.574602739726025,49.45901369863014,1018.0500000000001,Muzaffarnagar
2016,25.847404371584698,41.059043715847,725.97,Muzaffarnagar
2017,25.343753424657532,45.431835616438356,751.24,Muzaffarnagar
2018,24.71841095890411,50.21983561643836,927.0,Muzaffarnagar
2019,24.761150684931508,51.9112602739726,746.6,Muzaffarnagar
2020,23.993715846994537,54.67352459016393,952.28,Muzaffarnagar
2021,24.218356164383565,55.38084931506849,1253.4,Muzaffarnagar
2022,24.56082191780822,59.02186301369863,1064.47,Muzaffarnagar
2023,23.880520547945203,60.00243835616438,1232.28,Muzaffarnagar
2024,24.871775956284154,54.64024590163935,1093.04,Muzaffarnagar
2015,25.119945205479453,53.412465753424655,1221.59,Pilibhit
2016,25.728661202185794,49.661147540983606,1169.64,Pilibhit
2017,25.71750684931507,51.53,1071.0,Pilibhit
2018,25.19739726027397,54.00676712328767,1392.52,Pilibhit
2019,24.967013698630133,57.59819178082192,1126.93,Pilibhit
2020,24.05344262295082,60.31978142076503,1472.1,Pilibhit
2021,24.55112328767123,58.32646575342466,1386.03,Pilibhit
2022,24.995671232876713,61.34367123287671,1094.06,Pilibhit
2023,24.758849315068492,59.95112328767123,1148.26,Pilibhit
2024,25.32139344262295,56.66724043715847,1146.0,Pilibhit
2015,26.9993698630137,46.32041095890411,677.56,Pratapgarh
2016,26.415546448087433,52.466830601092894,1010.21,Pratapgarh
2017,26.59994520547945,51.53320547945205,879.9,Pratapgarh
2018,26.551205479452054,49.99435616438356,882.78,Pratapgarh
2019,25.900109589041097,57.78232876712329,1130.21,Pratapgarh
2020,24.705765027322403,62.425683060109286,1062.52,Pratapgarh
2021,25.32323287671233,58.91295890410959,1192.51,Pratapgarh
2022,25.836986301369862,57.83345205479452,897.29,Pratapgarh
2023,26.079260273972604,54.74950684931507,824.17,Pratapgarh
2024,26.32114754098361,54.43573770491803,863.53,Pratapgarh
2015,27.081808219178082,45.118849315068495,618.53,Raebareli
2016,26.459699453551913,51.36196721311475,985.83,Raebareli
2017,26.725698630136986,49.714301369863016,838.4,Raebareli
2018,26.56764383561644,50.00676712328767,991.59,Raebareli
2019,25.81038356164384,57.62687671232877,1101.8,Raebareli
2020,24.861065573770492,60.721693989071035,986.01,Raebareli
2021,25.5846301369863,56.403342465753425,1053.96,Raebareli
2022,25.909835616438357,57.129616438356166,910.23,Raebareli
2023,25.956219178082193,55.047835616438356,848.85,Raebareli
2024,26.461557377049182,52.8622131147541,726.24,Raebareli
2015,25.013013698630136,50.203972602739725,1020.26,Rampur
2016,25.915109289617487,43.59,797.6,Rampur
2017,25.786109589041097,46.7321095890411,795.24,Rampur
2018,25.23717808219178,50.30378082191781,972.38,Rampur
2019,25.25756164383562,51.776739726027394,772.49,Rampur
2020,24.589590163934428,53.554180327868856,848.64,Rampur
2021,24.619424657534246,54.91986301369863,1161.95,Rampur
2022,25.222794520547943,57.277150684931506,890.72,Rampur
2023,24.639424657534246,57.942027397260276,1093.56,Rampur
2024,25.329016393442622,54.248715846994536,1009.17,Rampur
2015,24.23104109589041,52.370273972602746,1216.59,Saharanpur
2016,25.315928961748632,45.052158469945354,931.74,Saharanpur
2017,24.650931506849314,50.33665753424658,1141.74,Saharanpur
2018,24.125917808219175,53.657972602739726,1265.53,Saharanpur
2019,24.11123287671233,54.72402739726027,993.15,Saharanpur
2020,23.41172131147541,56.82191256830601,1221.04,Saharanpur
2021,23.94068493150685,55.73027397260274,1466.09,Saharanpur
2022,24.05835616438356,61.95621917808219,1429.2,Saharanpur
2023,23.50868493150685,61.999835616438354,1534.21,Saharanpur
2024,24.534180327868853,55.97860655737704,1286.13,Saharanpur
2015,25.280164383561644,47.99605479452055,914.9,Sambhal
2016,25.974699453551914,43.70800546448087,812.73,Sambhal
2017,25.827342465753425,46.26087671232877,764.1899999999999,Sambhal
2018,25.357397260273974,50.430328767123285,988.82,Sambhal
2019,25.361452054794523,52.11260273972602,721.48,Sambhal
2020,24.963797814207652,51.67953551912568,711.2,Sambhal
2021,24.628410958904112,55.70964383561644,1078.34,Sambhal
2022,25.343890410958906,56.44665753424657,810.86,Sambhal
2023,24.766876712328767,56.88079452054795,953.97,Sambhal
2024,25.38393442622951,53.76680327868853,902.27,Sambhal
2015,26.184602739726024,52.65778082191781,966.58,Sant Kabir Nagar
2016,26.222185792349727,53.080327868852464,1222.27,Sant Kabir Nagar
2017,26.269835616438357,55.223780821917806,1256.5,Sant Kabir Nagar
2018,25.722246575342467,54.67616438356164,1278.4,Sant Kabir Nagar
2019,25.606493150684933,60.19619178082192,1372.43,Sant Kabir Nagar
2020,24.576256830601093,64.36901639344262,1437.66,Sant Kabir Nagar
2021,25.015424657534243,62.97808219178082,1938.02,Sant Kabir Nagar
2022,25.338356164383562,63.899452054794516,1148.68,Sant Kabir Nagar
2023,25.733123287671233,59.07391780821918,1079.09,Sant Kabir Nagar
2024,25.951612021857926,58.2107650273224,1308.8700000000001,Sant Kabir Nagar
2015,25.522739726027396,49.99416438356164,1058.81,Shahjahanpur
2016,26.0274043715847,47.71622950819672,1040.35,Shahjahanpur
2017,26.057643835616442,48.71638356164384,884.46,Shahjahanpur
2018,25.540027397260275,52.16646575342465,1228.8700000000001,Shahjahanpur
2019,25.281205479452055,55.772082191780825,991.63,Shahjahanpur
2020,24.70191256830601,55.891912568306005,1004.96,Shahjahanpur
2021,24.89008219178082,56.4801095890411,1122.35,Shahjahanpur
2022,25.383917808219177,58.107232876712324,1005.78,Shahjahanpur
2023,25.168657534246574,56.58745205479452,975.84,Shahjahanpur
2024,25.548743169398907,54.92284153005464,1011.3,Shahjahanpur
2015,24.574602739726025,49.45901369863014,1018.0500000000001,Shamli
2016,25.847404371584698,41.059043715847,725.97,Shamli
2017,25.343753424657532,45.431835616438356,751.24,Shamli
2018,24.71841095890411,50.21983561643836,927.0,Shamli
2019,24.761150684931508,51.9112602739726,746.6,Shamli
2020,23.993715846994537,54.67352459016393,952.28,Shamli
2021,24.218356164383565,55.38084931506849,1253.4,Shamli
2022,24.56082191780822,59.02186301369863,1064.47,Shamli
2023,23.880520547945203,60.00243835616438,1232.28,Shamli
2024,24.871775956284154,54.64024590163935,1093.04,Shamli
2015,25.850027397260273,52.33816438356165,1113.27,Shravasti
2016,26.12726775956284,51.41265027322404,1371.07,Shravasti
2017,26.042410958904107,54.00405479452055,1365.72,Shravasti
2018,25.53030136986301,54.49030136986301,1565.04,Shravasti
2019,25.23506849315068,59.99158904109589,1508.35,Shravasti
2020,24.510027322404373,61.70521857923497,1371.43,Shravasti
2021,24.755260273972603,61.77501369863014,2020.49,Shravasti
2022,25.11791780821918,63.33704109589041,1290.7,Shravasti
2023,25.368136986301373,59.445068493150686,1211.82,Shravasti
2024,25.665300546448087,57.65103825136612,1437.91,Shravasti
2015,25.988904109589043,50.878328767123286,971.74,Siddharthnagar
2016,26.22590163934426,50.2922131147541,1286.12,Siddharthnagar
2017,26.21054794520548,52.832547945205484,1256.3,Siddharthnagar
2018,25.641452054794517,52.82575342465754,1548.89,Siddharthnagar
2019,25.375068493150685,58.34739726027397,1476.64,Siddharthnagar
2020,24.67161202185792,60.191338797814204,1210.63,Siddharthnagar
2021,24.948438356164385,60.37843835616439,1727.17,Siddharthnagar
2022,25.237972602739728,62.33134246575342,1183.74,Siddharthnagar
2023,25.503424657534246,58.04150684931507,1100.68,Siddharthnagar
2024,25.785,56.24494535519126,1325.12,Siddharthnagar
2015,26.137452054794522,47.44298630136986,792.25,Sitapur
2016,26.364043715846993,47.449590163934424,976.24,Sitapur
2017,26.20783561643836,49.554794520547944,974.93,Sitapur
2018,25.82013698630137,51.779753424657535,1260.3799999999999,Sitapur
2019,25.25709589041096,57.92832876712329,1153.55,Sitapur
2020,24.836557377049182,56.700710382513655,932.24,Sitapur
2021,25.200109589041098,55.93764383561644,1106.72,Sitapur
2022,25.42109589041096,59.00575342465753,1143.15,Sitapur
2023,25.427397260273974,56.21372602739726,928.29,Sitapur
2024,25.738060109289616,54.825437158469946,953.36,Sitapur
2015,25.93115068493151,54.90345205479451,1025.35,Sonbhadra
2016,26.155464480874315,55.275956284153004,1201.56,Sonbhadra
2017,26.35301369863014,53.83808219178083,810.27,Sonbhadra
2018,26.38572602739726,49.94706849315069,842.54,Sonbhadra
2019,25.915397260273974,56.57967123287672,1037.25,Sonbhadra
2020,24.449890710382512,65.47027322404371,1247.4,Sonbhadra
2021,25.21849315068493,59.1865205479452,1070.31,Sonbhadra
2022,25.8078904109589,55.470219178082196,868.98,Sonbhadra
2023,26.00517808219178,54.24646575342466,826.77,Sonbhadra
2024,25.997103825136612,57.730382513661205,1059.52,Sonbhadra
2015,26.73386301369863,46.99906849315069,738.11,Sultanpur
2016,26.335601092896173,51.55437158469946,1035.79,Sultanpur
2017,26.32841095890411,52.73402739726028,1031.77,Sultanpur
2018,26.11068493150685,52.235452054794514,1075.6,Sultanpur
2019,25.642547945205482,58.87602739726027,1211.41,Sultanpur
2020,24.514125683060108,62.87101092896175,1157.7,Sultanpur
2021,25.035287671232876,60.320246575342466,1429.44,Sultanpur
2022,25.48358904109589,60.37545205479452,977.49,Sultanpur
2023,25.77717808219178,56.40931506849316,897.22,Sultanpur
2024,26.00333333333333,55.929125683060114,985.89,Sultanpur
2015,27.031287671232878,43.4201095890411,536.84,Unnao
2016,26.754890710382515,46.89322404371584,829.37,Unnao
2017,26.780712328767127,47.40775342465754,859.0,Unnao
2018,26.431561643835618,49.60912328767124,1124.3799999999999,Unnao
2019,25.61068493150685,57.370794520547946,1072.93,Unnao
2020,25.1072131147541,57.07841530054645,909.03,Unnao
2021,25.615232876712327,54.86591780821918,1049.54,Unnao
2022,25.757287671232877,57.56090410958904,1022.08,Unnao
2023,25.78276712328767,55.045041095890404,862.78,Unnao
2024,26.250136612021855,52.997240437158474,773.61,Unnao
2015,27.153205479452055,48.8188493150685,713.19,Varanasi
2016,26.76273224043716,53.666420765027326,1039.25,Varanasi
2017,27.144520547945206,51.194,765.5,Varanasi
2018,27.03956164383562,48.42309589041096,761.7,Varanasi
2019,26.474246575342466,56.47682191780822,1059.67,Varanasi
2020,25.216803278688527,62.67448087431694,1040.55,Varanasi
2021,25.773890410958902,58.47260273972603,1114.41,Varanasi
2022,26.313726027397262,56.56161643835617,845.88,Varanasi
2023,26.70917808219178,53.26293150684932,778.13,Varanasi
2024,26.640054644808743,55.441338797814204,919.94,Varanasi
