Year,T2M,RH2M,PRECTOTCORR,District_Name
2022,25.491780821917807,56.56591780821918,838.21,Budaun
2023,25.077369863013697,56.06783561643835,903.54,Budaun
2024,25.443333333333335,54.848661202185795,969.12,Budaun
2015,25.492712328767123,44.65328767123288,718.85,Bulandshahr
2016,26.24983606557377,40.51040983606557,668.91,Bulandshahr
2017,25.852520547945204,43.75534246575343,670.1,Bulandshahr
2018,25.42608219178082,48.26841095890411,840.16,Bulandshahr
2019,25.482876712328768,50.03180821917808,626.41,Bulandshahr
2020,25.100928961748636,49.78718579234973,648.65,Bulandshahr
2021,24.604273972602737,55.21109589041096,1101.64,Bulandshahr
2022,25.33117808219178,55.377972602739725,810.64,Bulandshahr
2023,24.81158904109589,55.13805479452055,865.59,Bulandshahr
2024,25.482841530054642,51.8353825136612,836.47,Bulandshahr
2015,27.153205479452055,48.8188493150685,713.19,Chandauli
2016,26.76273224043716,53.666420765027326,1039.25,Chandauli
2017,27.144520547945206,51.194,765.5,Chandauli
2018,27.03956164383562,48.42309589041096,761.7,Chandauli
2019,26.474246575342466,56.47682191780822,1059.67,Chandauli
2020,25.216803278688527,62.67448087431694,1040.55,Chandauli
2021,25.773890410958902,58.47260273972603,1114.41,Chandauli
2022,26.313726027397262,56.56161643835617,845.88,Chandauli
2023,26.70917808219178,53.26293150684932,778.13,Chandauli
2024,26.640054644808743,55.441338797814204,919.94,Chandauli
2015,26.164493150684933,51.075315068493154,870.07,Chitrakoot
2016,26.172622950819672,53.01538251366121,1385.74,Chitrakoot
2017,26.639534246575344,48.62252054794521,721.95,Chitrakoot
2018,26.488739726027397,48.81,919.99,Chitrakoot
2019,25.667178082191782,56.50509589041096,1174.58,Chitrakoot
2020,24.6622131147541,61.631530054644806,1056.34,Chitrakoot
2021,25.532520547945207,55.09054794520548,1008.07,Chitrakoot
2022,25.756520547945204,56.10863013698631,973.73,Chitrakoot
2023,25.61906849315068,55.75454794520548,887.69,Chitrakoot
2024,25.82614754098361,56.508005464480874,1022.67,Chitrakoot
2015,26.55282191780822,51.1792602739726,878.32,Deoria
2016,26.54737704918033,52.60284153005464,1009.15,Deoria
2017,26.595013698630137,54.14520547945205,1038.58,Deoria
2018,26.237671232876714,51.91775342465753,926.39,Deoria
2019,25.932191780821917,59.19986301369863,1161.81,Deoria
2020,24.662814207650275,65.39084699453552,1409.14,Deoria
2021,25.163698630136988,63.12956164383562,1677.42,Deoria
2022,25.49558904109589,62.83728767123288,979.8000000000001,Deoria
2023,26.24805479452055,56.371534246575344,866.68,Deoria
2024,26.352650273224043,56.53948087431694,1010.87,Deoria
2015,26.122520547945204,43.779890410958906,653.66,Etah
2016,26.60068306010929,42.69412568306011,778.01,Etah
2017,26.661753424657537,41.96320547945206,551.27,Etah
2018,26.035753424657532,47.619506849315066,851.48,Etah
2019,25.839424657534245,50.6465205479452,668.82,Etah
2020,25.798606557377052,47.5094262295082,536.34,Etah
2021,25.492191780821916,51.888027397260274,837.47,Etah
2022,25.888794520547943,53.50441095890411,775.38,Etah
2023,25.46145205479452,53.236273972602746,765.9,Etah
2024,25.73226775956284,52.99877049180328,878.86,Etah
2015,26.365753424657534,44.129424657534244,643.67,Etawah
2016,26.902540983606556,42.884590163934426,764.4,Etawah
2017,27.123123287671234,40.95868493150685,516.1,Etawah
2018,26.339479452054793,47.14824657534247,871.02,Etawah
2019,25.91838356164384,51.97983561643836,744.72,Etawah
2020,26.02295081967213,47.61412568306011,558.77,Etawah
2021,25.921726027397263,50.87495890410959,809.54,Etawah
2022,26.068821917808222,53.402465753424664,824.64,Etawah
2023,25.78490410958904,52.436246575342466,730.08,Etawah
2024,25.83516393442623,54.18412568306011,989.29,Etawah
2015,26.29613698630137,49.7492602739726,889.29,Faizabad
2016,26.162240437158466,51.978087431693986,1179.0,Faizabad
2017,26.092767123287672,54.17931506849315,1215.03,Faizabad
2018,25.728328767123287,54.381205479452056,1335.41,Faizabad
2019,25.393342465753424,60.21857534246575,1361.31,Faizabad
2020,24.467868852459016,62.853770491803274,1277.64,Faizabad
2021,24.86128767123288,61.50972602739726,1737.46,Faizabad
2022,25.255616438356164,62.386986301369866,1107.98,Faizabad
2023,25.463808219178084,58.87441095890411,1039.27,Faizabad
2024,25.710956284153003,57.96928961748633,1290.59,Faizabad
2015,26.016986301369865,45.69402739726027,774.55,Farrukhabad
2016,26.510846994535516,44.2429781420765,802.6,Farrukhabad
2017,26.590438356164384,44.03372602739726,636.06,Farrukhabad
2018,26.003945205479454,48.994109589041095,931.13,Farrukhabad
2019,25.668547945205482,52.86882191780822,762.67,Farrukhabad
2020,25.497131147540987,50.33975409836065,665.77,Farrukhabad
2021,25.486383561643837,52.359808219178085,840.22,Farrukhabad
2022,25.826876712328765,54.394027397260274,865.68,Farrukhabad
2023,25.523424657534246,53.52279452054795,782.2,Farrukhabad
2024,25.722978142076503,53.57407103825137,887.46,Farrukhabad
2015,27.195068493150686,44.00230136986301,539.19,Fatehpur
2016,26.652622950819673,49.60368852459017,916.29,Fatehpur
2017,27.08109589041096,46.63531506849315,696.32,Fatehpur
2018,26.734657534246573,48.89802739726027,977.85,Fatehpur
2019,25.8407397260274,57.005616438356164,1030.1,Fatehpur
2020,25.119562841530055,58.71377049180328,919.9,Fatehpur
2021,25.786849315068494,55.01523287671233,1007.78,Fatehpur
2022,25.992246575342467,56.90380821917808,945.98,Fatehpur
2023,25.90504109589041,55.29835616438356,854.68,Fatehpur
2024,26.519016393442627,52.53073770491803,678.63,Fatehpur
2015,26.391287671232877,43.29586301369863,589.35,Firozabad
2016,26.953715846994534,42.146857923497265,771.76,Firozabad
2017,27.21909589041096,39.36076712328767,454.06,Firozabad
2018,26.341506849315067,46.32767123287671,857.98,Firozabad
2019,26.030219178082195,50.75860273972602,698.9,Firozabad
2020,26.196693989071036,46.16226775956284,510.4,Firozabad
2021,25.944027397260275,51.01701369863014,852.21,Firozabad
2022,26.235726027397263,52.31093150684932,775.58,Firozabad
2023,25.901095890410957,51.30161643835616,687.78,Firozabad
2024,25.917786885245903,53.58273224043715,1016.9,Firozabad
2015,25.342876712328767,44.68591780821918,771.59,Gautam Buddha Nagar
2016,26.267868852459017,39.78062841530054,677.8100000000001,Gautam Buddha Nagar
2017,25.820602739726027,42.58397260273973,672.17,Gautam Buddha Nagar
2018,25.449698630136986,47.00134246575343,846.08,Gautam Buddha Nagar
2019,25.46860273972603,49.101452054794514,618.71,Gautam Buddha Nagar
2020,25.123087431693985,48.92838797814208,621.07,Gautam Buddha Nagar
2021,24.724986301369864,53.762356164383554,1045.35,Gautam Buddha Nagar
2022,25.48632876712329,53.74156164383561,791.64,Gautam Buddha Nagar
2023,24.726027397260275,54.88117808219178,895.14,Gautam Buddha Nagar
2024,25.51030054644809,50.99784153005464,828.14,Gautam Buddha Nagar
2015,25.342876712328767,44.68591780821918,771.59,Ghaziabad
2016,26.267868852459017,39.78062841530054,677.8100000000001,Ghaziabad
2017,25.820602739726027,42.58397260273973,672.17,Ghaziabad
2018,25.449698630136986,47.00134246575343,846.08,Ghaziabad
2019,25.46860273972603,49.101452054794514,618.71,Ghaziabad
2020,25.123087431693985,48.92838797814208,621.07,Ghaziabad
2021,24.724986301369864,53.762356164383554,1045.35,Ghaziabad
2022,25.48632876712329,53.74156164383561,791.64,Ghaziabad
2023,24.726027397260275,54.88117808219178,895.14,Ghaziabad
2024,25.51030054644809,50.99784153005464,828.14,Ghaziabad
2015,26.965863013698634,50.566547945205485,823.02,Ghazipur
2016,26.810765027322404,53.78172131147541,998.88,Ghazipur
2017,27.214575342465753,51.31950684931507,705.17,Ghazipur
2018,27.026520547945207,48.461698630136986,718.22,Ghazipur
2019,26.613890410958902,55.924684931506846,897.95,Ghazipur
2020,25.31210382513661,62.39516393442623,1068.44,Ghazipur
2021,25.738164383561646,59.73734246575343,1147.52,Ghazipur
2022,26.426575342465757,56.25580821917808,731.51,Ghazipur
2023,26.97646575342466,51.90734246575342,677.39,Ghazipur
2024,26.739043715846993,55.388715846994536,890.49,Ghazipur
2015,26.29613698630137,49.7492602739726,889.29,Gonda
2016,26.162240437158466,51.978087431693986,1179.0,Gonda
2017,26.092767123287672,54.17931506849315,1215.03,Gonda
2018,25.728328767123287,54.381205479452056,1335.41,Gonda
2019,25.393342465753424,60.21857534246575,1361.31,Gonda
2020,24.467868852459016,62.853770491803274,1277.64,Gonda
2021,24.86128767123288,61.50972602739726,1737.46,Gonda
2022,25.255616438356164,62.386986301369866,1107.98,Gonda
2023,25.463808219178084,58.87441095890411,1039.27,Gonda
2024,25.710956284153003,57.96928961748633,1290.59,Gonda
2015,26.184602739726024,52.65778082191781,966.58,Gorakhpur
2016,26.222185792349727,53.080327868852464,1222.27,Gorakhpur
2017,26.269835616438357,55.223780821917806,1256.5,Gorakhpur
2018,25.722246575342467,54.67616438356164,1278.4,Gorakhpur
2019,25.606493150684933,60.19619178082192,1372.43,Gorakhpur
2020,24.576256830601093,64.36901639344262,1437.66,Gorakhpur
2021,25.015424657534243,62.97808219178082,1938.02,Gorakhpur
2022,25.338356164383562,63.899452054794516,1148.68,Gorakhpur
2023,25.733123287671233,59.07391780821918,1079.09,Gorakhpur
2024,25.951612021857926,58.2107650273224,1308.8700000000001,Gorakhpur
2015,27.14339726027397,44.19958904109589,537.3100000000001,Hamirpur
2016,26.98273224043716,47.25775956284153,830.68,Hamirpur
2017,27.66082191780822,42.35449315068493,518.64,Hamirpur
2018,26.969780821917805,47.273397260273974,894.86,Hamirpur
2019,26.035287671232876,55.54238356164384,934.18,Hamirpur
2020,25.72204918032787,54.55420765027323,816.15,Hamirpur
2021,26.059753424657533,53.40638356164384,980.67,Hamirpur
2022,26.196958904109586,55.75071232876712,962.99,Hamirpur
2023,26.129150684931506,53.78715068493151,790.98,Hamirpur
2024,26.43360655737705,53.63781420765027,802.48,Hamirpur
2015,25.342876712328767,44.68591780821918,771.59,Hapur
2016,26.267868852459017,39.78062841530054,677.8100000000001,Hapur
2017,25.820602739726027,42.58397260273973,672.17,Hapur
2018,25.449698630136986,47.00134246575343,846.08,Hapur
2019,25.46860273972603,49.101452054794514,618.71,Hapur
2020,25.123087431693985,48.92838797814208,621.07,Hapur
2021,24.724986301369864,53.762356164383554,1045.35,Hapur
2022,25.48632876712329,53.74156164383561,791.64,Hapur
2023,24.726027397260275,54.88117808219178,895.14,Hapur
2024,25.51030054644809,50.99784153005464,828.14,Hapur
2015,26.035095890410958,46.82082191780822,799.48,Hardoi
2016,26.41710382513661,45.94229508196722,846.26,Hardoi
2017,26.4007397260274,46.81898630136986,765.68,Hardoi
2018,25.914164383561644,50.490931506849314,1037.5,Hardoi
2019,25.39813698630137,55.840849315068496,914.18,Hardoi
2020,25.11489071038251,53.72612021857923,795.88,Hardoi
2021,25.420465753424654,53.47495890410959,878.85,Hardoi
2022,25.670164383561644,56.23402739726027,1050.11,Hardoi
2023,25.472739726027395,54.749232876712334,843.11,Hardoi
2024,25.677486338797813,54.4311475409836,908.71,Hardoi
2015,26.23621917808219,42.30723287671233,561.63,Hathras
2016,26.72724043715847,41.30267759562842,733.47,Hathras
2017,26.80142465753425,39.85238356164384,476.75,Hathras
2018,26.07939726027397,46.49961643835616,793.85,Hathras
2019,25.970849315068495,49.12778082191781,617.45,Hathras
2020,25.963661202185794,45.96516393442623,499.53000000000003,Hathras
2021,25.47986301369863,52.082273972602735,872.91,Hathras
2022,26.02172602739726,52.461726027397255,738.38,Hathras
2023,25.595753424657538,51.74282191780822,705.5,Hathras
2024,25.8074043715847,52.326912568306014,884.86,Hathras
2015,26.712520547945203,46.47175342465753,700.78,Jalaun
2016,27.13950819672131,45.66177595628415,765.5,Jalaun
2017,27.707780821917808,41.06550684931507,500.25,Jalaun
2018,26.90117808219178,47.198986301369864,932.8,Jalaun
2019,26.066876712328767,54.82827397260274,892.72,Jalaun
2020,26.079016393442622,51.64898907103825,708.05,Jalaun
2021,26.188000000000002,52.57630136986301,958.08,Jalaun
2022,26.24394520547945,55.15093150684932,959.08,Jalaun
2023,26.133342465753426,53.351835616438365,768.77,Jalaun
2024,26.25049180327869,54.88699453551912,961.44,Jalaun
2015,27.164520547945205,48.473260273972606,678.68,Jaunpur
2016,26.682322404371583,53.76281420765027,1089.95,Jaunpur
2017,27.051671232876714,51.0826301369863,770.73,Jaunpur
2018,26.93750684931507,49.206657534246574,838.65,Jaunpur
2019,26.36668493150685,56.70446575342466,1089.74,Jaunpur
2020,25.127404371584696,62.924890710382506,1033.53,Jaunpur
2021,25.844904109589038,57.22698630136986,1001.42,Jaunpur
2022,26.27558904109589,56.38013698630137,876.37,Jaunpur
2023,26.48054794520548,54.51712328767123,808.39,Jaunpur
2024,26.62598360655738,54.964617486338796,846.37,Jaunpur
2015,26.116438356164384,49.64556164383562,878.09,Jhansi
2016,26.84142076502732,46.87308743169399,822.39,Jhansi
2017,27.361780821917804,41.88432876712329,542.29,Jhansi
2018,26.711260273972606,47.25643835616438,912.16,Jhansi
2019,25.956657534246578,54.23835616438356,824.62,Jhansi
2020,26.0853825136612,50.97191256830602,651.29,Jhansi
2021,26.286876712328766,51.52112328767123,861.17,Jhansi
2022,26.140958904109592,54.84293150684932,983.01,Jhansi
2023,25.69008219178082,55.238958904109595,892.72,Jhansi
2024,25.934890710382515,56.41655737704918,1070.03,Jhansi
2015,26.614630136986303,43.75621917808219,598.93,Kannauj
2016,26.84153005464481,44.17398907103825,743.4399999999999,Kannauj
2017,26.80021917808219,44.8861095890411,711.8,Kannauj
2018,26.304356164383563,48.58917808219178,979.12,Kannauj
2019,25.608465753424657,55.34093150684931,917.13,Kannauj
2020,25.38101092896175,52.81715846994536,782.18,Kannauj
2021,25.764794520547945,51.97005479452055,851.82,Kannauj
2022,25.857150684931508,55.25649315068493,1077.51,Kannauj
2023,25.75101369863014,53.39386301369863,795.93,Kannauj
2024,25.979508196721312,53.33010928961748,846.52,Kannauj
2015,27.031287671232878,43.4201095890411,536.84,Kanpur Dehat
2016,26.754890710382515,46.89322404371584,829.37,Kanpur Dehat
2017,26.780712328767127,47.40775342465754,859.0,Kanpur Dehat
2018,26.431561643835618,49.60912328767124,1124.3799999999999,Kanpur Dehat
2019,25.61068493150685,57.370794520547946,1072.93,Kanpur Dehat
2020,25.1072131147541,57.07841530054645,909.03,Kanpur Dehat
2021,25.615232876712327,54.86591780821918,1049.54,Kanpur Dehat
2022,25.757287671232877,57.56090410958904,1022.08,Kanpur Dehat
2023,25.78276712328767,55.045041095890404,862.78,Kanpur Dehat
2024,26.250136612021855,52.997240437158474,773.61,Kanpur Dehat
2015,27.031287671232878,43.4201095890411,536.84,Kanpur Nagar
2016,26.754890710382515,46.89322404371584,829.37,Kanpur Nagar
2017,26.780712328767127,47.40775342465754,859.0,Kanpur Nagar
2018,26.431561643835618,49.60912328767124,1124.3799999999999,Kanpur Nagar
2019,25.61068493150685,57.370794520547946,1072.93,Kanpur Nagar
2020,25.1072131147541,57.07841530054645,909.03,Kanpur Nagar
2021,25.615232876712327,54.86591780821918,1049.54,Kanpur Nagar
2022,25.757287671232877,57.56090410958904,1022.08,Kanpur Nagar
2023,25.78276712328767,55.045041095890404,862.78,Kanpur Nagar
2024,26.250136612021855,52.997240437158474,773.61,Kanpur Nagar
2015,25.668301369863016,45.83523287671233,790.65,Kasganj
2016,26.225819672131145,43.51163934426229,805.63,Kasganj
2017,26.127041095890412,44.70249315068493,675.66,Kasganj
2018,25.660493150684932,49.34257534246576,930.12,Kasganj
2019,25.56657534246575,51.441534246575344,679.5,Kasganj
2020,25.40161202185792,49.367021857923504,603.25,Kasganj
2021,24.96764383561644,54.44550684931507,966.16,Kasganj
2022,25.61427397260274,55.002931506849315,781.09,Kasganj
2023,25.040301369863013,55.40104109589041,854.32,Kasganj
2024,25.539781420765024,53.28133879781421,854.98,Kasganj
2015,27.22109589041096,46.62723287671233,685.47,Kaushambi
2016,26.699562841530053,52.575874316939895,1119.4,Kaushambi
2017,27.166136986301368,48.50942465753424,737.61,Kaushambi
2018,27.091232876712326,47.94816438356165,868.02,Kaushambi
2019,26.248273972602743,56.20882191780822,1083.04,Kaushambi
2020,25.258961748633883,60.33057377049181,1017.27,Kaushambi
2021,26.0846301369863,54.54616438356164,977.39,Kaushambi
2022,26.371972602739728,55.043863013698626,882.04,Kaushambi
2023,26.4013698630137,53.552767123287666,824.13,Kaushambi
2024,26.68729508196721,53.41131147540984,800.82,Kaushambi
2015,25.711835616438357,50.69019178082191,1012.89,Kheri
2016,26.151284153005466,48.63737704918032,1116.78,Kheri
2017,26.07841095890411,50.5605205479452,1040.42,Kheri
2018,25.552520547945207,53.091232876712326,1368.31,Kheri
2019,25.227780821917808,57.73753424657534,1212.59,Kheri
2020,24.535655737704918,58.79948087431694,1181.1299999999999,Kheri
