system:index,District_Name,NDVI,Year,.geo
3_00010000000000001827,Auraiya,0.4241117204941609,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00010000000000001829,Baghpat,0.4735574622956608,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0001000000000000182e,Gautam Buddha Nagar,0.3213522653255725,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00010000000000001831,Kannauj,0.44025028180637643,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00010000000000001838,Sant Kabir Nagar,0.3583058882083326,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000017f7,Agra,0.387408251976401,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000017fa,Azamgarh,0.3373946452195279,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000017fc,Ballia,0.2888769092260841,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000017fe,Bara Banki,0.39699007786947166,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000017ff,Bareilly,0.4123761565448094,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00010000000000001801,Bijnor,0.46869907936266525,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00010000000000001804,Etah,0.44153343412109114,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00010000000000001808,Fatehpur,0.42861888247456714,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00010000000000001809,Ghaziabad,0.4140043423014963,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0001000000000000180a,Ghazipur,0.31198627319445044,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0001000000000000180e,Hardoi,0.4200436221977406,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0001000000000000180f,Jalaun,0.3878102980118717,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00010000000000001810,Jaunpur,0.36748974505261095,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00010000000000001811,Jhansi,0.3543923148786124,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00010000000000001812,Kanpur,0.36167791778850994,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00010000000000001813,Lakhimpur Kheri,0.4489580191633789,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00010000000000001814,Lalitpur,0.38075619950833456,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00010000000000001815,Lucknow,0.3904301012980978,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00010000000000001816,Mainpuri,0.442259717955261,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00010000000000001819,Mirzapur,0.3393400406832875,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0001000000000000181b,Muzaffarnagar,0.5175791108300452,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0001000000000000181c,Pilibhit,0.46670280511901757,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0001000000000000181d,Pratapgarh,0.44611533807284715,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0001000000000000181e,Rae Bareli,0.40940541927951946,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0001000000000000181f,Rampur,0.45650568911546846,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00010000000000001820,Saharanpur,0.4988690563254886,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00010000000000001821,Shahjahanpur,0.41912730208601817,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00010000000000001822,Sitapur,0.43971676239058866,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00010000000000001823,Sultanpur,0.4081406513594038,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00010000000000001824,Unnao,0.40534125866020665,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00010000000000001828,Badaun,0.41939938104580254,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0001000000000000182d,Firozabad,0.409990181991244,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00010000000000001832,Kanpur Dehat,0.4174845232701816,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00010000000000001837,Mau,0.3144981840635671,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0001000000000000183b,Siddharth Nagar,0.3693229043143512,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0001000000000000183c,Sonbhadra,0.35127503398293064,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0001000000000000180c,Gorakhpur,0.3347533457031634,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001835,Maharajganj,0.40947454175747605,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001803,Deoria,0.3508518006450722,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001834,Kushinagar,0.37224534146834076,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0001000000000000180d,Hamirpur,0.32143001629562845,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001836,Mahoba,0.2840641611639352,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000017fb,Bahraich,0.40931541936089566,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001806,Faizabad,0.4050413020208175,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001826,Ambedkar Nagar,0.39499938792793804,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001839,Sant Ravi Das Nagar,0.37060273712627967,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0001000000000000183a,Shravasti,0.43241582440460324,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000017f8,Aligarh,0.34633603294154053,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000017f9,Allahabad,0.34396804722306573,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000017fd,Banda,0.34721351352235374,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0001000000000000180b,Gonda,0.4060401580538662,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001817,Mathura,0.28994922970443643,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0001000000000000181a,Moradabad,0.41136637729100467,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001825,Varanasi,0.349886126724685,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0001000000000000182a,Balrampur,0.44197583672262697,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0001000000000000182b,Chandauli,0.3623805748151709,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0001000000000000182c,Chitrakoot,0.33546065483579834,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0001000000000000182f,Hathras,0.3472524162054019,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001830,Jyotiba Phule Nagar,0.4441138891358605,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001833,Kaushambi,0.3628629377819127,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001800,Basti,0.38657847106658216,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001802,Bulandshahr,0.3973788691611282,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001805,Etawah,0.3613322333932003,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001807,Farrukhabad,0.3780509870731931,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001818,Meerut,0.4435602331723269,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001827,Auraiya,0.33936754047970263,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001829,Baghpat,0.41993097282530745,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0001000000000000182e,Gautam Buddha Nagar,0.3020919267327377,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001831,Kannauj,0.3627001540191439,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001838,Sant Kabir Nagar,0.3649388509278565,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000017f7,Agra,0.30523449826497,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000017fa,Azamgarh,0.3462773583728076,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000017fc,Ballia,0.3207800228471408,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000017fe,Bara Banki,0.41803673846356193,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000017ff,Bareilly,0.406464817652169,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001801,Bijnor,0.4560247479766235,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001804,Etah,0.3585058589214485,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001808,Fatehpur,0.38013007449239045,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001809,Ghaziabad,0.3815805584314694,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0001000000000000180a,Ghazipur,0.33328030061203284,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0001000000000000180e,Hardoi,0.38718315624475913,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0001000000000000180f,Jalaun,0.31527018155566716,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001810,Jaunpur,0.3660599188692337,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001811,Jhansi,0.33173437057071736,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001812,Kanpur,0.3339299186175106,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001813,Lakhimpur Kheri,0.4249421792513568,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001814,Lalitpur,0.36992963343536567,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001815,Lucknow,0.3949694271020951,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001816,Mainpuri,0.3651779596592896,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001819,Mirzapur,0.322963383972362,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0001000000000000181b,Muzaffarnagar,0.4697727961833657,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0001000000000000181c,Pilibhit,0.4541960659021536,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0001000000000000181d,Pratapgarh,0.37466975502522376,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0001000000000000181e,Rae Bareli,0.38228627479677746,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0001000000000000181f,Rampur,0.4346642492477929,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001820,Saharanpur,0.4506260260353373,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001821,Shahjahanpur,0.40033714798035563,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001822,Sitapur,0.4252095318430428,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001823,Sultanpur,0.3863417787369248,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001824,Unnao,0.3819912413995931,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001828,Badaun,0.35612820005763424,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0001000000000000182d,Firozabad,0.32793969464686634,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001832,Kanpur Dehat,0.3473767180788277,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001837,Mau,0.351043144722495,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0001000000000000183b,Siddharth Nagar,0.3991242618560548,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0001000000000000183c,Sonbhadra,0.3365752639186893,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0001000000000000180c,Gorakhpur,0.36065131410203655,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001835,Maharajganj,0.408661836976279,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001803,Deoria,0.3693939623395904,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001834,Kushinagar,0.39397663462378407,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0001000000000000180d,Hamirpur,0.35225208061359153,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001836,Mahoba,0.34629249137669615,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000017fb,Bahraich,0.4134616055210718,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001806,Faizabad,0.43714267429437814,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001826,Ambedkar Nagar,0.4169893565444862,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001839,Sant Ravi Das Nagar,0.3651796125882579,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0001000000000000183a,Shravasti,0.43942300563165554,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000017f8,Aligarh,0.39072612896244924,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000017f9,Allahabad,0.389435473191489,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000017fd,Banda,0.40343770823146363,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0001000000000000180b,Gonda,0.43221353962106573,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001817,Mathura,0.3705804811008164,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0001000000000000181a,Moradabad,0.43295679986648755,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001825,Varanasi,0.3766539188775955,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0001000000000000182a,Balrampur,0.4593842467934032,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0001000000000000182b,Chandauli,0.4268250330851333,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0001000000000000182c,Chitrakoot,0.4197138869258271,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0001000000000000182f,Hathras,0.39302876669695963,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001830,Jyotiba Phule Nagar,0.46150359156524895,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001833,Kaushambi,0.3956548236898719,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001800,Basti,0.41570504775087597,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001802,Bulandshahr,0.418934988918234,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001805,Etawah,0.4086388694763815,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001807,Farrukhabad,0.3664871989856752,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001818,Meerut,0.4663369619151539,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001827,Auraiya,0.40478588208024574,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001829,Baghpat,0.45491259604997336,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0001000000000000182e,Gautam Buddha Nagar,0.3469610477019191,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001831,Kannauj,0.39435242650174396,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001838,Sant Kabir Nagar,0.3975643889247022,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000017f7,Agra,0.33699863414764675,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000017fa,Azamgarh,0.3893196893380513,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000017fc,Ballia,0.3610735458123184,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000017fe,Bara Banki,0.4300003653628899,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000017ff,Bareilly,0.4044451894364155,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001801,Bijnor,0.4909051985597007,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001804,Etah,0.37439140528837717,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001808,Fatehpur,0.40325401545605183,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001809,Ghaziabad,0.41311306848943474,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0001000000000000180a,Ghazipur,0.38643254181517234,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0001000000000000180e,Hardoi,0.3788252774186392,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0001000000000000180f,Jalaun,0.353311231716505,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001810,Jaunpur,0.37317035244659486,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001811,Jhansi,0.35106341753453196,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001812,Kanpur,0.36644337716124864,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001813,Lakhimpur Kheri,0.44410652227813974,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001814,Lalitpur,0.36387171079221325,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001815,Lucknow,0.4297946601332272,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001816,Mainpuri,0.3716014378653978,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001819,Mirzapur,0.37268213278270695,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0001000000000000181b,Muzaffarnagar,0.4916810633077215,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0001000000000000181c,Pilibhit,0.4452879847881899,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0001000000000000181d,Pratapgarh,0.41650525527695514,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0001000000000000181e,Rae Bareli,0.4328374306347703,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0001000000000000181f,Rampur,0.41213493076535945,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001820,Saharanpur,0.4861217413703921,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001821,Shahjahanpur,0.3690343840345883,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001822,Sitapur,0.4278945912242831,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001823,Sultanpur,0.4150317357390315,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001824,Unnao,0.4135763301092866,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001828,Badaun,0.36402978831047356,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0001000000000000182d,Firozabad,0.3618078437313156,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001832,Kanpur Dehat,0.39148464074193046,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001837,Mau,0.37894736873661333,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0001000000000000183b,Siddharth Nagar,0.40833217455073584,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0001000000000000183c,Sonbhadra,0.4303786737410741,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0001000000000000180c,Gorakhpur,0.4149822942625143,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001835,Maharajganj,0.43355453731142085,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001803,Deoria,0.4359101765157684,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001834,Kushinagar,0.40855948252656044,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0001000000000000180d,Hamirpur,0.35088251211990396,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001836,Mahoba,0.3521871044789916,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000017fb,Bahraich,0.3957841146790182,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001806,Faizabad,0.44576774285730264,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001826,Ambedkar Nagar,0.4284799872227513,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001839,Sant Ravi Das Nagar,0.3978288586667078,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0001000000000000183a,Shravasti,0.4214531052970368,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000017f8,Aligarh,0.3905748945624361,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000017f9,Allahabad,0.39365076816190014,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000017fd,Banda,0.4122007946021617,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0001000000000000180b,Gonda,0.43344261059748285,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001817,Mathura,0.3737009957307575,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0001000000000000181a,Moradabad,0.4390974060616931,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001825,Varanasi,0.39579056284826114,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0001000000000000182a,Balrampur,0.42038032956203925,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0001000000000000182b,Chandauli,0.42267667790775276,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0001000000000000182c,Chitrakoot,0.40639641667429255,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0001000000000000182f,Hathras,0.36713964018505363,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001830,Jyotiba Phule Nagar,0.4541431269269628,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001833,Kaushambi,0.41140551896310534,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001800,Basti,0.42039965659401335,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001802,Bulandshahr,0.4211263522015529,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001805,Etawah,0.4184598459186674,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001807,Farrukhabad,0.37128863978070176,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001818,Meerut,0.44864347014255035,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001827,Auraiya,0.410526867712608,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001829,Baghpat,0.4327772994683186,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0001000000000000182e,Gautam Buddha Nagar,0.3304034605648568,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001831,Kannauj,0.3758116782349747,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001838,Sant Kabir Nagar,0.4046255412578987,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000017f7,Agra,0.3551242317746722,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000017fa,Azamgarh,0.41925672892410154,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000017fc,Ballia,0.3786517496883748,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000017fe,Bara Banki,0.43755349902082397,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000017ff,Bareilly,0.4179693101123183,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001801,Bijnor,0.4697268443486939,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001804,Etah,0.40629863931796195,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001808,Fatehpur,0.4138544273708618,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001809,Ghaziabad,0.40088523392968,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0001000000000000180a,Ghazipur,0.41357838658634516,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0001000000000000180e,Hardoi,0.415027469025786,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0001000000000000180f,Jalaun,0.3564626753157415,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001810,Jaunpur,0.41499822674383113,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001811,Jhansi,0.3461126634650113,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001812,Kanpur,0.3805667397606679,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001813,Lakhimpur Kheri,0.415626261497559,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001814,Lalitpur,0.3869649335602978,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001815,Lucknow,0.4308518453706479,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001816,Mainpuri,0.39791819167682846,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001819,Mirzapur,0.34492517463031924,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0001000000000000181b,Muzaffarnagar,0.46522772254818817,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0001000000000000181c,Pilibhit,0.44890673120686575,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0001000000000000181d,Pratapgarh,0.42200309498711397,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0001000000000000181e,Rae Bareli,0.4335032665454391,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
