State_Name,District_Name,Year,Crop,Yield
rajasthan,alwar,2019,coriander,1.2222222222222223
rajasthan,alwar,2019,dry chillies,1.196923076923077
rajasthan,alwar,2019,garlic,1.0
rajasthan,alwar,2019,guar seed,0.12006373839545517
rajasthan,alwar,2019,onion,9.306032241289651
rajasthan,alwar,2019,potato,3.626865671641791
rajasthan,alwar,2019,sannhamp,0.2222222222222222
rajasthan,alwar,2019,sugarcane,58.02970297029703
rajasthan,alwar,2019,tobacco,1.2702702702702702
rajasthan,alwar,2020,arhar/tur,0.9470774091627172
rajasthan,alwar,2020,bajra,1.861126060326491
rajasthan,alwar,2020,cotton(lint),0.4188196899646451
rajasthan,alwar,2020,groundnut,1.9663299663299663
rajasthan,alwar,2020,jowar,0.6556736480150047
rajasthan,alwar,2020,maize,1.8012697475269452
rajasthan,alwar,2020,moong(green gram),0.6170212765957447
rajasthan,alwar,2020,moth,0.4782608695652174
rajasthan,alwar,2020,other kharif pulses,0.5555555555555556
rajasthan,alwar,2020,rice,2.0264550264550265
rajasthan,alwar,2020,sesamum,0.3734513274336283
rajasthan,alwar,2020,urad,0.75
rajasthan,alwar,2020,barley,3.635462301129813
rajasthan,alwar,2020,gram,1.5104265749615864
rajasthan,alwar,2020,linseed,1.0833333333333333
rajasthan,alwar,2020,masoor,0.87
rajasthan,alwar,2020,other  rabi pulses,1.7409638554216869
rajasthan,alwar,2020,other oilseeds,0.4087468460891506
rajasthan,alwar,2020,rapeseed &mustard,1.685886123531041
rajasthan,alwar,2020,wheat,4.206663161367479
rajasthan,alwar,2020,coriander,1.1081081081081081
rajasthan,alwar,2020,dry chillies,1.349112426035503
rajasthan,alwar,2020,garlic,0.6666666666666666
rajasthan,alwar,2020,guar seed,1.0173939057224668
rajasthan,alwar,2020,onion,5.7825452094799505
rajasthan,alwar,2020,potato,5.7443609022556394
rajasthan,alwar,2020,sannhamp,0.13333333333333333
rajasthan,alwar,2020,sugarcane,39.166666666666664
rajasthan,alwar,2020,sweet potato,3.823529411764706
rajasthan,alwar,2020,tobacco,1.393103448275862
rajasthan,banswara,2015,arhar/tur,0.5417306707629288
rajasthan,banswara,2015,bajra,0.43564356435643564
rajasthan,banswara,2015,castor seed,0.22580645161290322
rajasthan,banswara,2015,cotton(lint),2.2411111896515163
rajasthan,banswara,2015,groundnut,1.547008547008547
rajasthan,banswara,2015,jowar,0.2863372093023256
rajasthan,banswara,2015,maize,1.3555253656627706
rajasthan,banswara,2015,moong(green gram),0.1509433962264151
rajasthan,banswara,2015,moth,0.125
rajasthan,banswara,2015,other kharif pulses,0.2604166666666667
rajasthan,banswara,2015,rice,0.6562584767473402
rajasthan,banswara,2015,sesamum,0.14809960681520315
rajasthan,banswara,2015,small millets,0.09975014414760715
rajasthan,banswara,2015,soyabean,0.9540273316959507
